"Long","Lat","GridCMA"
141.486231416019,-37.6570293076136,"1.1.1ghcma"
141.450720875847,-37.6265969582463,"1.2.1ghcma"
141.447907409094,-37.6355399465587,"1.2.2ghcma"
141.45126700573,-37.6269554068635,"1.2.3ghcma"
141.465164444623,-37.7129246650211,"1.2.4ghcma"
141.504385300013,-37.7227951418077,"1.4.1ghcma"
141.376880391149,-37.5956693909502,"1.6.1ghcma"
141.952587830109,-37.4370192609611,"2.1.1ghcma"
141.873334970581,-37.3705527076102,"2.2.1ghcma"
141.784684614747,-37.6229558310176,"3.1.1ghcma"
141.802598498078,-37.6417631360434,"3.2.1ghcma"
141.905440687964,-37.6933488308398,"3.3.1ghcma"
141.934921757857,-37.7061606581481,"3.4.1ghcma"
141.922662054881,-37.700957559099,"3.4.2ghcma"
141.926422569819,-37.7023341087493,"3.4.3ghcma"
141.820830923724,-37.6649908746382,"3.5.1ghcma"
141.754790269704,-37.6082879378148,"3.6.1ghcma"
141.753639192952,-37.6064926342855,"3.6.2ghcma"
141.728004472113,-37.2497156136427,"4.1.1ghcma"
141.641693969915,-37.2330523467634,"4.1.2ghcma"
141.545481290067,-37.2087100897232,"4.2.1ghcma"
141.59141065036,-37.1963929046512,"4.2.2ghcma"
141.960902245967,-37.8860564505356,"5.1.1ghcma"
141.979944399329,-37.8693159874873,"5.2.1ghcma"
142.031226414039,-37.7219054605671,"6.1.1ghcma"
142.019215065778,-37.7172871281313,"6.1.2ghcma"
142.146102305644,-37.7323810113765,"6.2.1ghcma"
142.092889400715,-37.7431070339775,"6.3.1ghcma"
142.047630993404,-37.6717387640228,"6.4.1ghcma"
142.050976678519,-37.6822361902168,"6.4.2ghcma"
142.007437267877,-37.7758462728402,"6.5.1ghcma"
142.006399653281,-37.7830654508179,"6.5.2ghcma"
142.059213500439,-37.7438471161966,"6.6.1ghcma"
142.289426900646,-37.7917719284196,"7.1.1ghcma"
142.384365258595,-37.8339996878611,"7.2.1ghcma"
142.379472757733,-37.8287847886007,"7.2.2ghcma"
142.183375968393,-37.8040157104061,"7.3.1ghcma"
142.219745253031,-37.8238871817765,"7.4.1ghcma"
142.213100677555,-37.6188061219995,"8.1.1ghcma"
142.307398430428,-37.5956902515111,"8.2.1ghcma"
142.211553290718,-37.6030493105046,"8.3.1ghcma"
142.412458646007,-37.6532247806237,"8.4.1ghcma"
142.352112886653,-37.6448200881236,"8.5.1ghcma"
142.377799858175,-37.6007746669822,"8.6.1ghcma"
142.379346618229,-37.6004952242324,"8.6.2ghcma"
142.461779169757,-37.6184476347774,"8.7.1ghcma"
142.473847406564,-37.6202352238756,"8.7.2ghcma"
142.308951143724,-37.692615175812,"9.1.1ghcma"
142.330738021125,-37.6684423856539,"9.2.1ghcma"
142.332588840366,-37.6685927291378,"9.2.2ghcma"
142.304337910994,-37.73678368468,"9.3.1ghcma"
142.262543394573,-37.7255853166117,"9.4.1ghcma"
142.36371732948,-37.7363459006335,"9.5.1ghcma"
142.434187916215,-37.6613984446465,"9.6.1ghcma"
142.351701679031,-37.6965220174348,"9.7.1ghcma"
142.334286252621,-37.6937281651306,"9.7.2ghcma"
142.507822874536,-37.9457771078574,"10.1.1ghcma"
142.522995519814,-37.9503040400391,"10.2.1ghcma"
142.584943127054,-37.9105621606884,"10.2.2ghcma"
142.577222902525,-37.9745980674885,"10.3.1ghcma"
142.577743564219,-37.9739241880114,"10.4.1ghcma"
142.665702271361,-37.6691886554963,"11.1.1ghcma"
142.646239550111,-37.6616932381273,"11.1.2ghcma"
142.658818334134,-37.6833631165468,"11.2.1ghcma"
142.671413320747,-37.6579234100653,"11.3.1ghcma"
142.551911382662,-37.7815856619389,"11.4.1ghcma"
142.549287737621,-37.7423800601703,"11.5.1ghcma"
142.525755282879,-37.7465354197511,"11.5.2ghcma"
142.503029525155,-37.8007670792215,"11.6.1ghcma"
142.500936321265,-37.8006045106071,"11.6.2ghcma"
142.565587086964,-37.8484655354598,"11.7.1ghcma"
142.566170830699,-37.849196779463,"11.7.2ghcma"
142.569215940955,-37.8480837690397,"11.7.3ghcma"
142.57058205661,-37.8471192623557,"11.7.4ghcma"
142.638419821304,-37.8830005370434,"12.1.1ghcma"
142.681567199529,-37.8713160708354,"12.2.1ghcma"
142.718881783503,-37.8811950331245,"12.2.2ghcma"
142.688747881797,-37.8751065026655,"12.3.1ghcma"
142.864592755966,-37.4882181134114,"13.1.1ghcma"
142.864547745517,-37.4873175803689,"13.1.2ghcma"
142.867195532911,-37.4882761294343,"13.1.3ghcma"
142.772431889131,-37.5033091847655,"13.2.1ghcma"
142.718225023924,-37.640424498403,"13.3.1ghcma"
142.74579115121,-37.9363669747523,"14.1.1ghcma"
142.762283583449,-37.9432314814884,"14.1.2ghcma"
142.763768362322,-37.9344135720433,"14.1.3ghcma"
142.798679705933,-37.8948182182437,"14.2.1ghcma"
142.783004072928,-37.9407924119619,"14.2.2ghcma"
142.753851176697,-38.0718035233629,"14.3.1ghcma"
142.758606052741,-38.0704257471832,"14.3.2ghcma"
142.763544450828,-38.0653051436354,"14.3.3ghcma"
142.686836651725,-37.9865678181066,"14.4.1ghcma"
143.056445298746,-37.7227070698209,"15.1.1ghcma"
143.083836385231,-37.8109826660483,"15.2.1ghcma"
143.079696096177,-37.8180669655684,"15.3.1ghcma"
143.114708187247,-37.7683116763569,"15.4.1ghcma"
143.094972131286,-37.7749455191569,"15.4.2ghcma"
143.256649546417,-37.6499692566062,"16.1.1ghcma"
143.258076090764,-37.6517893324863,"16.1.2ghcma"
143.264009942771,-37.6549737992252,"16.1.3ghcma"
143.261894636812,-37.6592228296438,"16.1.4ghcma"
143.480818347759,-37.5732669464795,"16.2.1ghcma"
143.504219300566,-37.5975536690288,"16.2.2ghcma"
143.504588261552,-37.5980865128873,"16.2.3ghcma"
143.318299174207,-37.6107443855827,"16.3.1ghcma"
143.322874516313,-37.6125287778467,"16.3.2ghcma"
143.32785357537,-37.6123585203668,"16.3.3ghcma"
141.674210114756,-37.5902984455773,"17.1.1ghcma"
141.675697207926,-37.5894066316127,"17.1.2ghcma"
141.672768259791,-37.5899281114977,"17.1.3ghcma"
141.673490957912,-37.5921953582703,"17.2.1ghcma"
141.67174075549,-37.5928092278075,"17.2.2ghcma"
141.695294285452,-37.6102848909787,"17.4.1ghcma"
141.57600311162,-37.6076465795797,"17.5.1ghcma"
141.7228876939,-37.5522353078093,"17.7.1ghcma"
141.725012886657,-37.5519068080932,"17.7.2ghcma"
141.739565747741,-37.6119716278081,"17.8.1ghcma"
141.740024021599,-37.6044786964511,"17.8.2ghcma"
141.739839867437,-37.609905863061,"17.8.3ghcma"
143.061200025843,-37.5513426778512,"18.1.1ghcma"
143.158606921405,-37.4336618770614,"18.2.1ghcma"
143.163185103395,-37.5058636249378,"18.2.2ghcma"
143.038891311922,-37.9401137321903,"19.1.1ghcma"
143.03902371123,-37.9341998336629,"19.1.2ghcma"
143.105121830349,-37.9250032925302,"1.1.1ccma"
143.149459912028,-37.9325731409954,"1.1.2ccma"
143.174224300917,-37.8767873551801,"1.2.1ccma"
143.31023294412,-37.9478086330975,"1.3.1ccma"
143.344884080067,-37.9438876931168,"1.4.1ccma"
143.319810356441,-38.0159879001512,"1.5.1ccma"
143.337876196185,-38.0307145388732,"1.6.1ccma"
143.364013675078,-38.0155754903654,"1.7.1ccma"
143.427697909346,-38.019485594405,"1.7.2ccma"
143.104834550291,-38.0654974249211,"2.1.1ccma"
143.131011686384,-38.1336378707312,"2.2.1ccma"
143.261963500917,-38.0964329888038,"2.3.1ccma"
143.278835239668,-38.1399473746137,"2.4.1ccma"
143.380258535689,-38.0909417224059,"2.4.2ccma"
143.357503325404,-38.1337433390133,"2.5.1ccma"
143.359422566548,-38.1345337848147,"2.5.2ccma"
143.363111942125,-38.1367933957061,"2.5.3ccma"
143.420413672026,-37.6847272664098,"3.1.1ccma"
143.479904505348,-37.7556881144496,"3.2.1ccma"
143.526972587753,-37.6869691046549,"3.3.1ccma"
143.530325280069,-37.6861942829459,"3.3.2ccma"
143.53143719065,-37.692883688173,"3.3.3ccma"
143.531541077971,-37.7049383275586,"3.4.1ccma"
143.5419237052,-37.7027593463974,"3.5.1ccma"
143.59026593051,-37.7097533389228,"3.6.1ccma"
143.595128419983,-37.7093309714024,"3.6.2ccma"
143.591586321579,-37.7121662874242,"3.6.3ccma"
143.590803237066,-37.7176892222142,"3.7.1ccma"
143.603077735103,-37.7565802630398,"3.8.1ccma"
143.631379430885,-37.7452555177079,"3.9.1ccma"
143.527627979767,-37.9074280547548,"4.1.1ccma"
143.579578791934,-37.8070358991214,"4.2.1ccma"
143.642368073045,-37.8161319377858,"4.3.1ccma"
143.653265011207,-37.8181485523015,"4.3.2ccma"
143.654365403733,-37.8139877920016,"4.3.3ccma"
143.661342094122,-37.8213362637414,"4.4.1ccma"
143.647405559883,-37.8328148998296,"4.5.1ccma"
143.68047926347,-37.843212666003,"4.6.1ccma"
143.68644305406,-37.9163611898861,"4.7.1ccma"
143.71316882013,-37.8896618292529,"4.8.1ccma"
143.717973234075,-37.9089960230716,"4.9.1ccma"
143.742565564474,-37.8677692313934,"4.10.1ccma"
143.73201158474,-37.8075711232418,"4.11.1ccma"
143.772985554799,-37.9108927531911,"4.12.1ccma"
143.516571902618,-37.9068756022598,"4.13.1ccma"
143.633169708152,-38.0243878118311,"5.1.1ccma"
143.691693757981,-38.0277741670307,"5.2.1ccma"
143.725005267884,-38.0266549302054,"5.2.2ccma"
143.876951432819,-38.0192304056303,"5.2.3ccma"
143.741587693866,-37.994192047488,"5.3.1ccma"
143.74251371629,-38.0098756230372,"5.3.2ccma"
143.757939757653,-38.0313017770671,"5.4.1ccma"
143.75374885625,-38.0520067901521,"5.4.2ccma"
143.752152358717,-38.0559276634538,"5.4.3ccma"
143.852940618573,-38.0851847958777,"5.5.1ccma"
143.770842375934,-38.2620835135328,"6.1.1ccma"
143.798339888517,-38.20377491582,"6.2.1ccma"
143.847527422843,-37.7467709259325,"7.1.1ccma"
143.860796772014,-37.7041450878142,"7.2.1ccma"
143.859286542899,-37.7102909072772,"7.3.1ccma"
143.896338266379,-37.7367325268725,"7.4.1ccma"
143.887731221403,-37.7671918748873,"7.5.1ccma"
143.956534761173,-37.7292268767083,"7.6.1ccma"
143.959537429123,-37.7271421643958,"7.6.2ccma"
143.883328173548,-37.8203528435716,"8.1.1ccma"
143.910037784138,-37.8935798910757,"8.1.2ccma"
143.93585745202,-37.9621541928617,"8.1.3ccma"
143.90552195532,-37.880518496177,"8.2.1ccma"
143.91082433926,-37.8763147618063,"8.2.2ccma"
143.904343463077,-37.8907382388218,"8.3.1ccma"
143.921383514867,-37.8915326487965,"8.3.2ccma"
144.068592581943,-37.7547017047348,"9.1.1ccma"
144.064678658648,-37.6308103836447,"9.2.1ccma"
144.091483640475,-37.6630567606645,"9.3.1ccma"
144.107094394443,-37.7078808226995,"9.3.2ccma"
144.121556092778,-37.737429161361,"9.3.3ccma"
144.099683873038,-37.8186434165207,"9.4.1ccma"
144.132686926425,-37.8084866288555,"9.5.1ccma"
144.136631731484,-37.8113218456896,"9.5.2ccma"
144.182265236846,-37.5874019034545,"9.6.1ccma"
144.211128574956,-37.6061815356247,"9.7.1ccma"
144.201402871629,-37.6667735400966,"9.7.2ccma"
144.193448663301,-37.6889396151045,"9.7.3ccma"
144.210906540768,-37.6251528594004,"9.8.1ccma"
144.226510482695,-37.6445755905168,"9.8.2ccma"
144.211322269321,-37.7323808274374,"9.9.1ccma"
144.046308152811,-37.9673974840989,"10.1.1ccma"
144.101866125694,-38.0028030917301,"10.2.1ccma"
144.14299910937,-38.0730089673227,"10.3.1ccma"
144.152449391868,-38.0109600862207,"10.4.1ccma"
144.165067477975,-38.0360614814736,"10.4.2ccma"
144.177597464404,-38.0556631354353,"10.5.1ccma"
142.835104108494,-37.3315906842462,"1.1.1wcma"
142.827684598003,-37.3197727411504,"1.1.2wcma"
142.847985495842,-37.2948616619761,"1.2.1wcma"
141.754728203236,-36.353010343312,"2.1.1wcma"
141.798303030889,-36.3659163123875,"2.2.1wcma"
141.874710078323,-36.3167447859281,"2.3.1wcma"
141.884105352245,-36.3615078058601,"2.4.1wcma"
141.894040365538,-36.3861982203267,"2.5.1wcma"
141.891303487009,-36.3779248368591,"2.5.2wcma"
141.83431612784,-36.3688525758907,"2.6.1wcma"
142.051682084622,-36.6016107910709,"3.1.1wcma"
142.055057104112,-36.6949894220944,"4.1.1wcma"
141.957775587349,-36.7143276095714,"4.2.1wcma"
142.064187357871,-36.7150013227412,"4.3.1wcma"
141.921726703748,-37.0610306618949,"5.1.1wcma"
141.910632118352,-37.0926383078794,"5.1.2wcma"
141.86137627526,-37.1220403817979,"5.1.3wcma"
142.339161051244,-37.043739140439,"6.1.1wcma"
142.295446266058,-37.0545723235558,"6.1.2wcma"
142.291004476548,-37.032690346301,"6.2.1wcma"
142.340801891663,-37.0551950099077,"6.3.1wcma"
142.339993414053,-37.0539873013999,"6.3.2wcma"
142.350234521811,-36.9018089479994,"7.1.1wcma"
142.351031781382,-36.9024669100744,"7.1.2wcma"
142.353338159689,-36.899601287389,"7.1.3wcma"
142.355364880054,-36.9025076891951,"7.1.4wcma"
142.293623595554,-36.9849158367013,"7.2.1wcma"
142.199405282104,-37.1382293122602,"8.1.1wcma"
142.177509981296,-36.7890770709592,"9.1.1wcma"
142.213570847925,-36.6906215661443,"10.1.1wcma"
142.320216202083,-36.713437409632,"10.2.1wcma"
142.256691184401,-36.666836205944,"10.3.1wcma"
142.249263293388,-36.673188323263,"10.3.2wcma"
142.315584582699,-36.6900067087864,"10.4.1wcma"
142.338151101655,-36.6565107687973,"10.5.1wcma"
142.328871146422,-36.6614192730748,"10.5.2wcma"
142.791761702089,-37.1520428565842,"11.1.1wcma"
142.789361003308,-37.1524216305726,"11.1.2wcma"
142.788824079236,-37.1578285216828,"11.1.3wcma"
142.783219242278,-37.1579580785224,"11.1.4wcma"
142.804297445218,-37.1545565150386,"11.2.1wcma"
142.800549832574,-37.1551182537515,"11.2.2wcma"
142.710011085469,-37.0453001131746,"12.1.1wcma"
142.71110543767,-37.0429589122848,"12.1.2wcma"
142.618078654044,-37.0072103542728,"12.2.1wcma"
142.646314000703,-36.9886149028233,"12.2.2wcma"
142.632808467389,-37.0642344109229,"12.3.1wcma"
142.905444499858,-37.0610233981113,"12.3.2wcma"
142.896473401082,-36.6992143818667,"13.1.1wcma"
141.74249344583,-37.0019200800645,"14.1.1wcma"
141.600023190187,-37.0028249791967,"14.2.1wcma"
141.649951559122,-36.8842847442007,"14.3.1wcma"
141.5991110139,-37.0627112047632,"14.3.2wcma"
141.523976869721,-36.7232658345691,"15.1.1wcma"
141.674069232993,-36.7297762905026,"15.2.1wcma"
140.990361434164,-37.1423774750828,"16.1.1wcma"
142.421845864676,-36.7032165793818,"17.1.1wcma"
142.444947918476,-36.6916617855159,"17.1.2wcma"
142.468210993736,-36.6912960201698,"17.1.3wcma"
142.6310243084,-36.739681004413,"17.2.1wcma"
142.634003677867,-36.6836643480065,"17.3.1wcma"
142.40796816746,-36.44984599497,"18.1.1wcma"
142.384755625903,-36.4496398138667,"18.1.2wcma"
142.395608389054,-36.3315399083692,"18.2.1wcma"
142.298425809127,-36.4088365518488,"18.3.1wcma"
142.763807677317,-36.6260981148327,"19.1.1wcma"
142.774953446487,-36.6157019441783,"19.2.1wcma"
142.699452953313,-36.3585598439948,"20.1.1wcma"
142.633296657556,-36.6168450023824,"20.2.1wcma"
142.614172296035,-36.5361597085134,"20.3.1wcma"
142.613043330526,-36.5189129924644,"20.3.2wcma"
142.663770991474,-36.537875638515,"20.4.1wcma"
142.48099595055,-36.535355280344,"20.5.1wcma"
142.719995387027,-36.5168865260128,"20.6.1wcma"
142.601657510911,-36.4541103585542,"20.7.1wcma"
140.675132871588,-36.9747444437176,"Lakeormerod"
140.675396370204,-36.9735462454013,"Lakeormerod"
140.675602845125,-36.9725462079433,"Lakeormerod"
140.675494936759,-36.9715002389583,"Lakeormerod"
140.675218093181,-36.9705529664881,"Lakeormerod"
140.67382666998,-36.9675293161481,"Lakeormerod"
140.674138508437,-36.9787080655138,"Lakeormerod"
140.672169522062,-36.9793426687264,"Lakeormerod"
140.667008698971,-36.9801576323266,"Lakeormerod"
140.735747131159,-37.1012218597657,"Hackslagoon"
140.735478043062,-37.1009328038252,"Hackslagoon"
140.734822246513,-37.1018147354877,"Hackslagoon"
140.734890178145,-37.1016977021555,"Hackslagoon"
140.736207661529,-37.1014752841248,"Hackslagoon"
140.735981709015,-37.1017271802208,"Hackslagoon"
140.674484601487,-36.9765906254936,"Lakeormerod"
140.674688027305,-36.9763117358852,"Lakeormerod"
140.694823781341,-37.1275262535719,"Boollagoon"
140.724637666208,-37.1297175911319,"Boollagoon"
140.73635261808,-37.1018632191977,"Hackslagoon"
142.779519153363,-36.5691407514289,"19.3.1wcma"
142.578187647388,-36.5501806525272,"20.8.1wcma"
142.319096789987,-36.7134498211522,"10.2.2wcma"
